class_name,str_encoding
ShahrukhKhan,0.076550916^-0.082095586^0.012680307^-0.13422784^-0.0027284736^0.040456347^0.087600425^0.18198277^-0.17196012^0.08223658^-0.0723523^-0.041796356^-0.069896854^-0.06985765^0.18154839^-0.07277235^0.060055055^-0.083855435^0.21029048^-0.1630227^-0.116367266^0.20448339^-0.15272334^-0.09649141^-0.019362133^0.15224245^0.05259341^-0.0016100303^0.04631496^-0.113290794^-0.058318358^-0.04196224^-0.12472108^-0.014456405^0.063667014^-0.084696576^0.08714304^-0.1800672^0.19231081^0.06820235^0.10677266^-0.0057875323^-0.018796867^-0.019498978^0.04027565^0.11411279^-0.06439662^-0.012740393^-0.014604696^-0.12669326^0.0066255336^0.026896559^0.02364918^0.019684192^-0.09309956^-0.038720794^0.066049196^-0.026989564^-0.059572626^0.111049496^0.11655372^0.009945933^-0.0914146^0.055558395^-0.07319538^-0.028576637^0.077092394^0.0019992199^0.20565428^-0.14011696^-0.054465923^-0.012210887^-0.02648609^0.025337638^-0.014594451^-0.0336998^-0.06963401^0.043901738^0.07587251^0.018948266^0.03576337^0.042957783^0.10937982^0.038328663^0.110539414^-0.08087885^0.10937903^-0.009377649^-0.028970912^-0.049939353^0.041576315^0.17200384^-0.03857617^0.05612899^-0.06190977^3.0091222e-05^0.18621044^-0.12259144^-0.065093875^0.0030542985^-0.045586836^0.045832325^0.0022870088^-0.02558528^-0.050308853^-0.0916775^0.03618582^-0.00924049^-0.12541617^0.09951479^0.15417615^-0.1125889^-0.01991554^-0.108458035^0.0036552853^-0.038848598^-0.030588228^-0.105686374^-0.066384085^-0.16842388^0.042126942^-0.064309016^0.07331772^-0.04247152^0.013171215^-0.105031796^-0.075412594^-0.023985215
ShahrukhKhan,-0.023903124^0.05718226^-0.013960421^0.01524249^-0.03149961^0.15545316^-0.00075373467^-0.03555608^-0.17276245^0.13091202^-0.06530376^0.06598788^-0.063398145^-0.04605372^0.038189758^-0.12610756^0.06460566^-0.004697451^0.18338661^-0.001398245^-0.20763196^-0.03142228^-0.13973507^0.10448076^-0.014412147^0.053165887^-0.0468997^0.05706788^-0.034443576^-0.07508739^-0.019981813^0.029176023^-0.12912294^-0.022648742^-0.021226784^0.049637605^0.020745838^-0.20885925^0.0675724^0.03522289^0.09551263^-0.08346527^0.02847084^-0.17593089^0.019987416^0.0071391487^0.09363794^0.049367305^-0.09945816^0.016072258^0.056242857^0.020647392^0.06617306^-0.019682258^0.025146604^0.058705352^-0.04645482^0.06542042^0.005804816^0.027273716^0.001293273^0.23907635^0.027751768^-0.19237229^-0.006359213^0.15509163^0.10039157^-0.111816354^-0.14908691^-0.01756485^-0.072673544^0.04526191^-0.026503084^0.18835075^0.082345806^0.03949323^0.054916874^0.008230328^0.122510664^-0.07793324^-0.05505476^0.046510704^0.038369033^-0.029735636^0.036989413^0.0057433257^-0.020544313^-0.028282007^0.05383013^0.031107867^0.018312966^0.069425^0.18875514^0.095094465^0.010819069^-0.0064095086^0.13637368^-0.05710837^-0.034589935^-0.022460356^-0.010599817^0.052841645^-0.081732705^-0.004549865^-0.046859615^0.16117877^0.041564837^-0.0844245^-0.21146116^0.12752919^0.08914016^0.010272158^0.17024045^-0.08232524^-0.07523503^-0.121408^-0.00026520723^0.010208092^0.05915839^-0.031704187^0.046427485^-0.20184575^0.05330535^-0.13708866^-0.0461504^0.1400072^-0.069911495^-0.0816662
ShahrukhKhan,0.08130285^0.11579824^0.026887212^0.023213504^0.07457856^0.17333111^0.1237901^-0.0077050747^-0.15340872^-0.06906057^-0.13210377^0.012484527^-0.13145295^-0.11000286^0.039969362^-0.07494044^0.033349436^0.011465971^0.0563015^-0.15293248^-0.081948094^0.12733284^-0.112591006^0.017142244^0.08327583^-0.12024839^-0.0494225^0.06943826^-0.0065721003^0.015075062^0.009445527^-0.0734171^-0.21040606^-0.02351815^0.08067096^-0.11481536^0.008558445^-0.29804432^0.06909176^0.03278268^0.12999429^0.040201187^0.18638355^0.014867839^-0.01410276^0.035165258^0.050688125^-0.043134786^-0.06579322^0.032125805^0.135838^-0.049679186^0.0297764^-0.029687382^-0.054682795^-0.0108575765^-0.03729845^0.113894105^0.06521846^0.011577193^0.027916053^0.17287461^-0.033172436^-0.1348893^0.0062595666^-0.00771289^0.010714354^-0.18641411^-0.14211413^-0.02078848^0.020487351^0.10525408^0.07880443^0.04638505^-0.046356946^0.075459056^0.009299042^-0.03972618^0.020896312^0.0023921302^0.08669363^0.036583565^0.09494061^0.06794589^0.055918112^-0.016098319^-0.04245399^-0.089823596^-0.12412912^0.04663065^-0.0060179294^0.01179827^-0.067769356^-0.046531856^0.012045602^0.036167663^0.15540338^-0.0015341014^-0.09375218^0.07262079^-0.08281792^0.09669054^0.047645405^0.07043588^-0.15035698^-0.020666903^0.018060265^0.07524626^-0.19207731^0.11948003^0.18828112^-0.10072244^0.07123463^0.011570007^-0.099193424^-0.05954486^-0.030850122^0.15394928^-0.042257465^-0.05369849^0.0038019463^-0.0658132^0.025229784^-0.13259578^0.052130293^-0.036381546^-0.08425106^-0.11166524
ShahrukhKhan,0.015290978^0.054475408^-0.01672915^0.061275892^0.041402895^0.120206^0.01867211^-0.07202754^-0.06317768^-0.08900087^-0.10745112^0.07553782^-0.17309998^-0.197699^-0.03660242^-0.0683868^-0.0035010695^-0.067147836^0.12693326^0.00037365835^-0.12239403^0.020256037^-0.14574754^0.120727696^0.03996977^0.005678908^-0.036045104^-0.017629316^-0.01825827^-0.050099306^0.028681988^-0.07954885^-0.13463415^-0.03490436^0.06586812^-0.014542545^0.053940248^-0.2344544^0.05708043^-0.019218564^0.14692669^-0.019305175^0.10922148^-0.08683404^0.07748013^0.06449639^0.123944424^-0.0049431017^-0.079135284^0.050029587^-0.0647612^-0.08809159^0.15370747^-0.049367756^0.046460338^0.015749251^-0.06917295^0.088200234^-0.04795025^-0.005756839^0.028287835^0.22987726^0.07676998^-0.13270906^-0.009387329^0.08906482^0.058867395^-0.19337116^-0.098476484^-0.123080246^-0.077145904^0.022726502^-0.0014716603^0.12792741^0.07911779^0.04528005^0.02785246^0.02608435^0.08106956^0.0011266589^0.007652893^0.11591355^-0.0036813696^-0.007462308^0.068016134^0.036756743^-0.07450734^-0.011281644^-0.07767333^0.036846213^0.10697992^0.07159915^0.04583708^0.05666105^0.041361693^0.05371835^0.12690958^-0.058007658^-0.030314894^-0.016013743^-0.065932065^-0.050458178^-0.06147622^-0.049670693^-0.122675374^0.10465189^0.09398041^-0.007001029^-0.24870709^0.17534812^0.18372345^-0.025204157^0.14587694^-0.08203074^-0.08819075^-0.050661266^-0.11013054^0.053583752^-0.008008474^-0.07036225^-0.010450538^-0.04594729^0.044889983^-0.11367464^-0.06816318^0.104569666^-0.086506285^-0.14800186
ShahrukhKhan,0.05611442^0.05318232^-0.1107581^-0.02786894^0.012894403^0.110598475^0.123773694^0.035863247^-0.16801503^-0.025298752^-0.10395964^-0.07386979^0.018576248^0.09661748^0.064575315^-0.12885219^0.046970207^-0.1581615^0.15419556^-0.03766015^-0.09042973^-0.046327952^-0.17951661^-0.096742675^0.042265076^-0.03552637^-0.15854165^0.084189475^-0.009589116^0.01416543^0.0026086364^-0.014823484^-0.20439868^-0.070277005^0.019396227^0.05275826^0.023848478^-0.16816159^0.057120427^-0.05181969^0.10639055^0.034226455^0.15300223^-0.03902214^0.030784236^0.08847423^0.04263587^0.037240848^-0.01519368^-0.038372714^-0.08857803^-0.029274061^0.042265467^0.017279156^0.06633281^0.0056512156^-0.15740636^0.12895133^0.058475893^-0.04517894^0.03076969^0.19551305^0.025090752^-0.12790714^-0.038752474^0.18786027^0.09277297^-0.068782434^0.011013513^-0.17884794^0.028571028^0.09652265^0.0608125^0.085493505^0.019844012^0.06138045^0.056298237^-0.06730883^0.1020131^-0.004588203^0.05095193^-0.040692456^0.011708604^-0.0230712^0.0377235^0.013564339^-0.013660518^-0.035069797^0.07080901^-0.015577379^0.08221376^0.0034179254^0.07459258^-0.06046374^-0.022935348^-0.0483681^0.17847887^-0.021589193^-0.04888125^0.03803514^-0.09162633^0.11477688^0.07761734^-0.038597897^-0.27742952^0.15392211^-0.031094035^0.08914135^-0.16560906^0.12544596^0.16768874^-0.1161722^-0.055787724^-0.054140016^-0.06875519^-0.042188983^0.05979037^0.048363037^-0.012973668^-0.09670544^-0.04938662^-0.11341049^0.096417435^-0.013672172^-0.05421448^-0.01815673^-0.08171568^-0.04704958
ShahrukhKhan,0.108018614^0.14866187^-0.07986963^-0.022668885^0.051550657^0.030826561^0.03912667^0.067268275^-0.06985215^-0.056340434^-0.08591252^-0.027949587^-0.07023353^-0.02480798^-0.005423443^-0.024792433^0.20585057^-0.08958338^0.086833045^0.03427061^-0.074454896^0.087766014^-0.06458331^0.05908291^-0.0422879^-0.13323575^0.009805144^0.097455904^0.09417731^0.027547995^-0.11072647^0.0010857322^0.03698523^0.03355108^-0.027695665^-0.04057021^0.20903327^-0.12287958^-0.02001914^-0.018054448^0.0037591623^-0.00042134774^0.14593321^-0.17086948^0.062114667^0.2561032^0.08857589^-0.00220427^-0.1200454^0.09597087^-0.042363405^0.08769012^0.0685948^0.052472293^0.018860824^-0.027990159^0.06143549^-0.07397731^-0.029446816^0.036026414^0.03744699^0.17608307^-0.06245978^-0.16707918^-0.08827561^0.020837182^0.0257528^-0.0842298^-0.06725424^-0.10170449^-0.057663698^-0.12278215^-0.10553553^0.031113632^0.12953633^0.1370405^0.13745739^0.111856736^0.054558538^-0.107629016^-0.0070729684^0.09494779^-0.03777344^0.06366943^0.18279912^0.16767347^-0.17969571^-0.070295095^-0.049775034^0.1582401^0.08690651^-0.033497315^-0.091431886^0.08658642^0.08958511^0.03723081^0.10683574^0.011995585^-0.03406483^-0.016240489^0.008925832^0.0082448665^0.0041548433^0.075924754^-0.19287127^0.05999869^0.019741675^0.030023813^-0.15510915^0.041990235^0.11497519^-0.05930076^0.099803925^-0.037681118^-0.08002246^-0.03608558^-0.046035547^-0.06258752^-0.00093651895^0.012033059^-0.037879564^0.000102733204^0.07621961^0.0148430895^0.0069672316^0.005405815^-0.022060469^-0.17927255
ShahrukhKhan,0.015878182^0.15708183^-0.008572532^0.0780902^0.047852673^0.15570484^0.10773815^-0.042567693^-0.10824964^0.06483022^-0.055239104^0.027366845^-0.18402544^-0.20914045^0.029835278^-0.07046197^-0.038662817^0.037287343^0.10424546^-0.11960034^-0.13098581^-0.054093577^-0.018007843^-0.003420073^0.14381541^-0.1432604^-0.036112208^0.03034997^0.002266247^-0.07092421^0.058162563^-0.09066686^-0.17181063^-0.015645593^0.057556503^-0.11348848^-0.05596495^-0.22422601^0.11600124^0.035112623^0.10029307^-0.06743593^0.06821583^-0.046019897^-0.026624966^-0.042761344^0.0063790553^0.0036335716^-0.07059891^0.061267942^0.06471685^0.042502016^-0.013189564^-0.09602512^-0.12653913^0.0037044715^-0.009491466^0.09264394^-0.06394803^0.097719826^-0.015795939^0.1316513^0.0851016^-0.18827634^0.108172886^0.05868782^-0.028982569^-0.1778238^-0.22012186^0.05272313^-0.03292893^0.18727213^0.0062634684^0.18017888^-0.026963204^-0.024255518^0.09647686^-0.039004415^0.015023691^-1.0214043e-05^-0.09429165^-0.06006071^0.068124115^0.059946604^-0.033190478^-0.026508167^-0.076995775^-0.059328686^-0.0017121999^-0.029080978^0.02434449^0.02622925^0.030186107^0.00599019^0.10075612^-0.04315033^0.08744117^-0.038964465^-0.07509602^0.057264097^-0.07987592^-0.002802884^-0.05458442^0.03400393^0.047379173^0.06802654^0.14675005^0.0694689^-0.07969712^0.11111887^0.094644226^0.005542395^0.17767394^0.039350905^-0.016898284^-0.094799295^0.028369114^0.21979368^0.13485983^0.052534617^-0.0107517^-0.09094342^-0.037882626^-0.07030667^0.047749784^0.027019735^-0.04379878^-0.08857236
ShahrukhKhan,0.08396175^0.084551096^0.12853901^0.063701674^0.068591826^0.18159695^0.00090989645^-0.045621626^-0.07611993^-0.12483647^-0.043574058^0.009459219^-0.23879169^-0.2076897^0.058452476^-0.02905699^-0.062256537^-0.07952844^0.07469029^-0.08118507^-0.062263455^0.19152403^-0.06477959^-0.04643584^0.104378045^-0.071609005^0.017551737^0.07185033^0.021735236^-0.084227785^0.04434938^-0.1787519^-0.140398^-0.0031562194^0.1290971^-0.007371562^0.019076446^-0.2990926^0.07965822^-0.0012983835^0.109640844^-0.01852734^0.09288309^-0.023781922^0.0016276927^0.07874864^0.028563539^-0.02120841^-0.077034876^0.11096955^0.028720118^0.067031585^0.00017052678^-0.023447322^-0.020248096^-0.070567824^-0.057131626^-0.013888985^-0.0901441^0.08330459^0.0032912004^0.10695251^0.04467677^-0.089041784^0.07021972^-0.048191797^0.025285555^-0.15408581^-0.092194974^0.1265328^0.011992546^0.103359856^0.042112533^0.059716124^-0.014584172^-0.001300594^0.02164363^0.02486821^-0.007965555^0.056062065^0.11417859^0.036992785^0.09889791^0.09000718^0.077766165^-0.03520039^-0.07579087^0.008075622^-0.13461503^0.1385445^0.11552344^0.04972626^-0.13129812^0.102261506^-0.009878184^0.0049085226^0.121634685^-0.048280396^-0.06537699^0.01763146^-0.06423205^0.048415665^-0.049261164^-0.13103539^-0.026876954^0.054899517^0.16359599^0.02632274^-0.09023953^0.13599344^0.14408337^-0.06365678^0.10011221^0.02936452^0.015140643^-0.07125028^-0.012831435^0.14395346^-0.029679336^-0.0077632894^0.02130229^-0.035379466^0.08970392^-0.081253365^0.13138455^0.019096399^0.16257551^-0.048651528
ShahrukhKhan,0.046512555^0.07362683^-0.07778945^0.020988505^0.14138399^0.20091985^0.010203974^-0.017909061^-0.205759^0.028337706^-0.03801283^0.060289912^-0.09580548^-0.12747854^0.033568036^-0.032539275^-0.008517496^-0.0020769124^0.19960907^-0.069839746^0.009641319^0.0045998325^-0.036943648^-0.07394579^0.19583407^-0.04745815^-0.044960182^0.008009381^0.023439785^0.01987767^0.07314167^-0.1303076^-0.16712622^-0.0664409^0.06052457^-0.0298884^-0.079946816^-0.33429036^0.2200498^-0.008989559^0.095106915^-0.002910935^0.1535819^0.047140528^-0.07908645^-0.07653012^0.08679446^-0.010565832^-0.014197198^0.017580632^0.05800564^0.030698756^-0.043078937^-0.031530574^-0.055807758^-0.029593177^-0.02240076^0.083138146^-0.06261453^0.042492274^0.01208117^0.089078315^0.110358804^-0.12261631^0.050947443^-0.01975103^-0.018687012^-0.08283899^-0.048572768^0.013256739^0.03999306^0.25438005^-0.00974371^0.018489111^-0.048422914^0.041528113^0.02129361^0.0026747505^0.004022277^0.09889283^-0.02536002^0.017124128^0.1847614^0.17114799^-0.005565359^0.00034938543^0.008388013^0.033550765^0.024749504^-0.088510804^0.0033110164^0.057064682^-0.07892405^0.07811303^0.012606449^-0.15193217^0.06969349^0.069222786^-0.1855446^0.004071144^-0.096646^0.047861967^0.017426068^-0.016076224^-0.05399441^0.14026453^0.09104687^0.099022835^-0.070448495^0.12552296^0.0821274^-0.12398009^0.046240248^0.06461074^-0.017868835^-0.043362137^0.030564088^0.14280878^0.013399648^0.0398371^-0.005489029^-0.09978012^0.021477407^-0.13165775^-0.04214353^0.03266909^0.014882064^0.06631523
ShahrukhKhan,0.031790838^0.17460497^0.009625853^0.07122108^0.04459899^0.24830608^0.0327867^-0.006937568^-0.07439124^-0.016167458^-0.05651214^0.07525691^-0.19471908^-0.3083434^-0.052777465^0.017198775^-0.0746271^-0.04245985^0.07275069^-0.07984271^-0.02058472^0.038902115^-0.04340756^0.010284504^0.083504975^-0.0623677^-0.023844626^-0.041867293^0.04288438^-0.032027688^0.0471451^-0.09422088^-0.14488716^0.0013034565^0.04369555^-0.09807955^0.023056297^-0.20408945^0.12373377^0.058854252^0.082905225^-0.049311^0.109136574^-0.07377768^0.02223176^-0.089265615^0.124813184^-0.08440828^-0.10032293^0.12059754^0.107044^0.04889601^-0.015550565^-0.007411093^-0.011892157^-0.0023761413^0.0467904^0.033253197^-0.08358418^-0.008975624^-0.0301081^0.08442764^0.13082129^-0.23272903^0.09262737^-0.027179847^0.0070957555^-0.1812107^-0.16276218^0.08093259^-0.04703208^0.1766329^-0.028641252^0.16584665^0.01270604^0.011175943^0.05627299^0.040059578^-0.012171249^0.0271326^-0.029928327^0.06378152^0.13441835^0.11682271^0.04043432^0.004175421^-0.05275864^0.018356849^-0.0017421908^0.01081323^0.0051458157^-0.016860144^-0.091879934^0.0942042^0.08291011^-0.009586103^0.13247344^0.02108491^-0.107945845^0.07840402^-0.082515225^-0.015975576^-0.09628877^0.047382586^-0.017842416^0.07381617^0.120725475^0.021247571^-0.14561489^0.088277735^0.066817716^0.0057465103^0.14096008^0.016339805^0.04135181^-0.05706879^-0.025755255^0.1419441^0.045294877^0.027884467^0.02395876^-0.030298203^0.11353992^-0.14150575^0.07109342^0.0744732^0.058494467^-0.05404419
ShahrukhKhan,0.036133718^0.13375606^-0.010218914^0.06612725^0.08469943^0.19752403^0.064112194^-0.019939343^-0.14704947^-0.030799398^-0.089172855^0.04502244^-0.15418518^-0.19529137^-0.015337938^0.0019931777^-0.0071253227^0.026516194^0.06339458^-0.08169638^-0.05586208^0.02483793^-0.04071399^0.06671065^0.09456817^-0.092867516^-0.05696319^0.008179129^0.042244304^-0.042331066^0.04324406^-0.029776908^-0.22095332^0.0099293105^0.005855969^-0.07784746^-0.001184297^-0.2444986^0.10498559^0.08547446^0.14332339^0.0069516413^0.17482314^-0.03960454^-0.012054436^-0.08333755^0.13821259^-0.055890735^-0.061751604^0.09001039^0.10390365^-0.056394007^-0.02878179^-0.017712178^-0.04836133^0.008618924^0.03198853^0.11579073^0.04416502^0.008727872^-0.012283562^0.18851918^0.059746437^-0.20483822^0.03043244^0.020251427^0.026770111^-0.21510348^-0.13274617^0.04895636^-0.057189323^0.19063622^0.048004676^0.21316372^0.019627688^-0.024124002^0.053844158^0.034118924^-0.022340983^-0.05426803^0.016199617^0.0994573^0.09739579^0.04822239^0.019094434^0.05276039^-0.052541982^-0.027391084^-0.071462445^-0.030177625^0.052263245^0.017351551^-0.061712433^-0.03535516^0.117737085^0.027926007^0.10187683^0.071740255^-0.112544805^0.080828704^-0.15150416^-0.024269009^0.0034757024^0.13694902^-0.061778106^0.057094235^0.047458265^0.074377894^-0.15752742^0.08457455^0.08472614^0.010177792^0.14798672^0.022208625^-0.056212846^-0.09319928^0.030581588^0.106972635^0.033992928^-0.014941254^0.021852834^-0.021615762^0.06014806^-0.11955232^-0.065115206^0.012722832^-0.10334986^-0.074241154
ShahrukhKhan,-0.07701858^0.11288773^-0.021823969^0.015819238^-0.00799033^0.111752115^0.13194288^0.09643509^-0.026128797^0.0600794^-0.11467875^-0.019548789^-0.16912916^-0.20585574^0.034114953^-0.1207761^-0.17972134^-0.059624247^0.12863716^-0.15504192^-0.11486918^-0.10151573^-0.12129585^-0.120917276^0.09306629^-0.086345606^-0.110256486^0.0011043691^-0.023179915^-0.10173918^0.039279222^-0.115139954^-0.112540714^-0.055360306^0.049466662^-0.093790695^0.01273216^-0.2373504^0.08043307^-0.0040674075^0.21159576^-0.106567405^0.119886994^-0.050879978^0.005302768^-0.03927407^0.020118097^-0.055282537^-0.036291976^-0.004805625^-0.10560703^-0.019175159^0.04408853^0.0088134855^-0.022234507^0.045863234^-0.0038695347^-0.028301654^-0.081355326^-0.0043659965^0.009865688^0.12421434^0.014451117^-0.088105835^0.013480113^0.17860647^0.018474743^-0.15632893^-0.021532973^-0.098391205^-0.028050113^0.13350031^0.016631832^0.15076163^0.09569741^0.060998008^-0.004309735^-0.03496665^0.04589764^-0.03658647^-0.116049856^-0.0021928812^0.09798092^0.14077996^-0.0022148858^0.104522504^-0.0005971946^0.036691222^0.06801924^-0.050533567^0.055645443^0.03416498^0.041003093^-0.09085045^-0.013546597^-0.078887224^0.078877315^-0.01764069^-0.0624782^0.066238694^-0.059926964^-0.06338505^0.03518071^-0.087197796^-0.009370506^0.10460299^0.1019602^0.10997016^-0.19312598^0.14558305^0.09193345^-0.09799023^0.082169324^-0.111784905^-0.024300706^-0.06256841^0.04877972^0.13509758^0.13707174^-0.06346348^0.05230598^-0.09460164^0.02189234^-0.061482992^-0.021858556^0.025944276^-0.037674945^0.028922979
ShahrukhKhan,-0.0074334037^0.1727646^0.09822461^0.046704423^0.0012398878^0.19385108^0.035288136^-0.025486764^-0.114148125^-0.01806858^-0.057914745^0.055226073^-0.17606583^-0.25565186^0.006968583^-0.06713916^-0.10209526^-0.055844396^0.07767417^-0.050690304^-0.080625676^0.058779627^-0.13530841^0.07193072^0.07343035^-0.030754728^-0.05184856^0.031501126^0.022700239^-0.06377424^0.039123226^-0.20251639^-0.18503393^-0.010200075^0.07663927^-0.037127916^0.01151362^-0.24212125^0.07735912^0.07491585^0.11994465^-0.03563477^0.13188896^-0.013469837^0.017184746^-0.054499198^0.14623095^-0.04778884^-0.09480407^0.11860773^0.07170179^-0.029590968^-0.05351165^-0.006912832^0.043707404^0.0053866785^-0.094717056^0.08258997^-0.041364618^-0.016936954^-0.020928156^0.12706973^0.091792494^-0.15015824^0.055462535^-0.0071577285^0.067591906^-0.23635457^-0.14900315^0.023676312^0.011132437^0.16049121^0.059467208^0.18744342^0.0640055^0.000985934^-0.0029331492^0.06545194^0.079868965^0.029871391^0.032929216^0.05710552^0.12672482^0.08327187^0.020731108^-0.015032959^-0.022036206^0.0056433384^-0.002264933^0.03460425^0.021307439^0.0030197834^0.008936253^0.019787673^0.002565534^-0.04733446^0.13008548^-0.027726265^-0.09729609^0.03528983^-0.14076063^0.050299834^-0.051426638^-0.03197869^-0.078807816^0.1168609^0.09688919^0.03089279^-0.1617802^0.13077061^0.14175795^-0.022875655^0.10323993^0.024585294^-0.04656851^-0.07169698^-0.0017384484^0.123052694^-0.03029994^-0.041682135^0.013359609^-0.059018616^0.061264835^-0.11287104^0.023724597^0.072698094^0.028494388^-0.053616673
ShahrukhKhan,0.054744996^0.19290854^0.090479776^0.053622868^0.025937049^0.19273777^0.042272955^-0.04612413^-0.05619089^-0.00857242^0.00019606715^0.013404677^-0.1784313^-0.22374374^0.04173534^-0.01720393^-0.048024476^-0.018067641^-0.002119608^-0.13190289^-0.08658697^0.122069225^-0.1250365^0.04881269^0.12212612^-0.10082284^0.0063842773^0.10936199^0.0569988^-0.0319288^0.06333556^-0.11055132^-0.2001232^0.01378774^0.043810204^-0.08975086^-0.0038210242^-0.26326^0.15623464^0.10163406^0.09961331^-0.03602436^0.10273341^-0.051950894^0.06450165^-0.0873815^0.022094347^-0.016281715^-0.08164248^0.054958206^0.11431323^0.04183439^-0.043730088^-0.05135666^-0.112481944^-0.0051943166^-0.10778034^0.084322415^-0.05505207^0.055419203^-0.04390064^0.091374286^0.062295802^-0.13846137^-0.014355295^0.060028058^0.058141768^-0.18275878^-0.17884687^0.036044814^-0.0075369463^0.14207245^0.053605095^0.13696857^0.013673675^-0.046986137^0.053730305^-0.027733155^-0.010642895^0.049809325^0.09736881^0.044184417^0.121740974^0.04982115^0.04149891^-0.0012793096^-0.059463333^-0.06665985^-0.050098512^0.057034783^0.02786296^-0.030362181^-0.054764196^0.100016974^0.03328938^-0.0008343444^0.06492411^-0.095065385^-0.06769271^0.05187267^-0.10948408^-0.00046401954^-0.06596215^0.03389735^-0.038830027^0.07877395^0.11965755^0.025975173^-0.10841348^0.082232155^0.13729857^0.004264954^0.10579996^0.09837085^-0.013374634^-0.11084998^-0.054304305^0.23188008^0.021796921^-0.04661284^0.03218071^-0.05099054^0.042642396^-0.08963088^0.09843367^0.023643231^0.011944557^-0.10646068
ShahrukhKhan,-0.040445417^0.18863893^-0.09016739^-0.051923525^-0.048261788^0.1785056^0.0020314036^-0.04776064^-0.12476836^0.03789707^-0.054054484^0.0036417572^-0.0430867^-0.019896984^-0.048557557^-0.037953507^-0.0047209095^-0.049157087^0.09554406^-0.04712463^-0.13654137^0.022207953^-0.061154358^0.09411008^-0.061178446^-0.01677767^-0.0260871^0.06745179^0.08294103^-0.019089883^0.003822123^-0.07903629^-0.1535273^-0.07470608^-0.030205242^0.057769973^-0.021165974^-0.12119392^0.031041546^0.18308982^-0.020463^0.025386067^0.021042606^-0.07157351^0.04102849^0.02689088^0.13099214^0.03381963^-0.10508484^0.08242333^0.007259738^0.043833703^-0.020152112^-0.01237234^-0.03685112^0.06341662^-0.0049764635^0.1943171^0.035100557^0.00039636105^-0.05532068^0.24873655^0.16411689^-0.2079638^-0.01859943^0.039392296^0.1036977^-0.11631519^-0.14677228^0.023767037^-0.012505586^0.099323526^0.008948427^0.22785287^0.10335607^0.02618925^0.008875356^0.006884352^0.05234307^-0.08748684^0.04223894^0.039553076^0.006581304^-0.0024907277^-0.041555826^0.05365228^-0.08018424^-0.102523796^0.014122589^-0.016843583^0.018883573^-0.01720853^0.115827635^0.01747687^0.16116971^-0.011390843^0.108333826^0.03613337^-0.040091854^0.0595115^-0.090877354^0.042394184^-0.077250965^0.06931693^-0.15778588^0.14771655^-0.0111015355^-0.03985994^-0.16660573^0.08111696^0.14227754^0.026090395^0.16880488^-0.0028523742^-0.11451599^0.0107168155^0.023810146^0.07015277^0.054726798^0.00040692062^-0.015570302^-0.17385317^0.060341716^-0.11095181^-0.15499184^0.120719366^-0.17600383^-0.06283012
ShahrukhKhan,0.10508678^0.121172406^0.061585587^-0.020694798^0.12706944^0.22674388^0.10689251^0.004957004^-0.16398059^-0.04500029^-0.10472089^0.011351844^-0.11037554^-0.10563552^0.0942557^-0.07251933^0.07252311^-0.011214265^0.032377604^-0.07448074^-0.10181305^0.13464844^-0.078221336^0.04275117^0.065033704^-0.09571806^-0.08224884^0.09963784^0.04119765^-0.07226341^0.060592517^-0.08755899^-0.22259462^0.02016625^0.07300117^-0.046434835^0.019835215^-0.21545771^0.10619184^0.042549584^0.14139785^0.06392804^0.1271849^-0.055677034^-0.038533576^0.0068427324^0.029889746^0.03194117^-0.06039335^0.08971447^0.05730584^-0.012069427^-0.026290776^-0.026452957^-0.046750624^-0.03492851^-0.0494676^0.16365615^-0.026633292^0.014122323^-0.043955833^0.21706909^0.04347266^-0.19301042^0.0020949033^0.05717924^0.040547345^-0.11331061^-0.18263917^0.017987415^0.038183972^0.15092352^0.050780486^0.14022802^-0.008874619^0.02758927^0.038298238^-0.042067997^0.094779424^-0.029141068^0.067035064^0.061187632^0.12803967^0.050637018^0.07208197^-0.06661322^-0.02742502^0.00080813613^-0.047391765^0.0616794^0.07837805^0.0037781491^-0.0053461855^0.039671592^0.055261593^-0.018014304^0.13887563^-0.0024787753^-0.1580094^0.058246013^-0.1014917^0.08215065^-0.03210879^0.07024493^-0.15499365^0.08595362^0.03476822^-0.0136447055^-0.089815184^0.10113877^0.1991591^-0.0072038006^0.08328686^0.10268368^-0.046847224^-0.065354615^-0.021449678^0.13995564^-0.047749985^-0.000960624^0.009818645^-0.08790754^0.051747147^-0.103938274^0.02015575^-0.0008613153^-0.056289468^-0.12307584
