class_name,str_encoding
AamirKhan,-0.061494112^-0.0387003^-0.0973002^0.03650433^-0.06600454^-0.057747703^0.021493014^0.05922007^0.07999432^0.10984602^0.061799385^0.035305645^0.16844916^0.14034188^-0.13868831^-0.029070405^-0.013504198^0.009687622^-0.10266439^0.13216463^0.062040996^-0.30349314^0.027977122^0.16135627^-0.058156263^-0.07662584^-0.05868266^0.0030136963^-0.03298775^0.04773996^-0.06928648^0.045363612^0.0550358^0.026064951^-0.25181967^0.07105019^-0.10158142^0.123868875^-0.20385052^0.019251877^-0.03986546^-0.05773033^-0.0716798^-0.0843338^0.0020076279^-0.12845403^-0.0065397955^0.022694891^0.084934294^0.046929933^0.002895436^0.021305768^-0.06500947^0.04470539^0.12703715^0.06716681^0.024890825^-0.0011443683^0.11298589^-0.06912098^-0.01980977^0.01791951^-0.012368797^-0.008862988^-0.0881237^0.06654572^0.006109827^0.077078626^-0.001962736^0.009933788^-0.008457075^0.031471055^-0.027715368^0.05621466^0.11465522^0.09292383^0.07874851^0.08386564^0.007453377^-0.06585145^-0.14762303^-0.07635981^-0.0053039514^-0.026478693^-0.08447137^0.1798437^0.059905034^0.051890936^0.14421363^-0.086525716^-0.087340355^-0.096098594^0.15380019^-0.074666426^-0.035045158^-0.083201006^-0.111727335^-0.0012646558^0.11040079^-0.025286848^0.10519866^-0.020868618^0.030001171^0.08555258^0.033932753^0.07199512^-0.15397754^0.00705642^-0.02584596^-0.103850625^-0.15039898^0.1249858^0.017010523^-0.048236735^-0.01200278^0.10342292^0.073305875^-0.000491632^0.050361183^0.12153031^-0.07675891^-0.023537684^-0.078940794^0.055810623^-0.18803827^0.14510186^-0.1171379^0.10263838
AamirKhan,-0.024498502^-0.071752265^-0.13379067^0.09695211^-0.08729065^-0.03597233^-0.07078578^0.050971247^0.023372684^0.03244862^0.053003985^0.025799515^0.1286055^0.18652084^-0.13697162^-0.006611383^0.052183524^-0.04143307^0.044979747^0.16475973^0.07798227^-0.29168266^0.085534945^0.1430645^0.010123238^-0.04310836^0.020146187^0.011941079^-0.0476436^0.048151687^-0.037927974^0.022219438^0.10923987^3.7426573e-05^-0.21826178^0.08880489^-0.056973986^0.1310324^-0.18098158^-0.062081233^-0.08698972^-0.020971462^-0.00042676984^-0.061867066^-0.013565645^-0.17935544^0.057615403^-0.023068966^0.10870071^0.08865954^0.02202992^-0.0058079273^0.013332592^0.07916202^0.18673247^0.045538504^0.03264836^-0.014827641^0.15613678^-0.18212608^-0.033181276^0.004193823^0.019274488^-0.07146786^-0.06251664^0.15399878^0.018844819^0.005094698^-0.009132113^0.0074315923^-0.066278435^0.0134051135^-0.03292782^0.04557373^0.120118305^0.019528273^0.14002123^0.03495568^0.02130602^0.0040446157^-0.12674518^-0.10313683^0.004273822^-0.09627803^0.00840508^0.09560397^-0.029659823^0.075641714^0.1911577^-0.072073735^-0.064650424^-0.0685149^0.10877192^-0.0384171^0.030603979^-0.08490088^-0.05490764^0.11078461^0.061565995^-0.04709875^0.06409568^0.0050511737^0.06522093^0.03377301^-0.0317471^0.12460185^-0.07457986^-0.048498973^0.0025583685^-0.12799574^-0.14555359^0.12026251^0.054039817^-0.039794903^0.015797198^0.040586457^0.1472451^-0.023348814^0.065829724^0.09871589^-0.0832028^-0.036834203^0.00032742028^-0.018891063^-0.14246695^0.12929165^0.030537844^0.14019997
AamirKhan,-0.08792103^0.07032042^-0.17848943^-0.012990701^-0.13522847^0.021189958^-0.044811506^0.056750085^0.096636005^0.14906047^0.061764237^-0.034926172^0.17822134^0.18313542^-0.08152039^-0.0012557358^0.043521177^-0.038635094^-0.039630283^0.058879733^0.010845327^-0.19701576^-0.0029360347^0.15026352^-0.096569724^-0.037138224^-0.024673894^-0.009507512^0.03753521^0.07442538^0.0080225365^0.11869635^0.060526382^-0.0016763547^-0.22233094^0.15914096^-0.019590663^0.13470499^-0.18536289^0.095135294^-0.111286946^-0.043293647^-0.10851133^-0.062545985^0.06335663^-0.07861931^0.061411016^0.051253073^0.034521706^-0.010333373^0.012450059^0.076213464^-0.035154037^0.008056306^0.08530132^0.13740481^-0.0072613824^0.021022538^0.15808368^-0.13699375^-0.094901174^0.02501189^0.032689266^-0.12393021^-0.10041811^0.07901155^0.10478805^0.073589474^0.011295473^0.044506457^-0.046628527^-0.0021867782^-0.06354498^0.053146727^0.12417688^0.032510646^0.034094322^0.09868291^-0.01858864^-0.091436654^-0.07877522^-0.0067130476^-0.07724039^-0.08921287^-0.040919397^0.13307706^0.0076798396^-0.03663726^0.14717743^-0.04813444^-0.08854362^-0.10354346^0.13052265^-0.053447958^0.06644049^-0.027174875^-0.051455703^0.0066601513^0.09737738^0.010743162^0.07850648^-0.015396827^-0.009959226^0.07642071^-0.11064228^0.0993261^-0.19116843^-0.10247017^-0.044493943^-0.06756343^-0.10504813^0.12121994^0.01271833^-0.09892969^-0.004562611^0.060766943^0.06614585^-0.11467506^0.10113808^0.06839442^-0.0030085715^-0.06607778^0.016644055^0.07179111^-0.1604401^0.112339064^-0.11471329^0.08019149
AamirKhan,-0.061602887^-0.026534097^-0.10603659^0.032283794^-0.114618994^-0.027861958^-0.067747^0.07956954^0.022697853^0.0724259^0.071137644^0.036214758^0.14281368^0.19689128^-0.095866285^0.00032217294^0.011043492^-0.060196072^0.009602724^0.096061006^0.061595257^-0.24170667^0.0033017143^0.13891417^0.0038747748^-0.008607993^0.046188485^0.049497206^-0.030846706^0.0609969^-0.06317258^0.06373522^0.10023479^0.046441633^-0.27432525^0.092843994^-0.028206322^0.079990104^-0.1284979^0.027399033^-0.036750987^-0.078430586^0.042208515^-0.08786601^0.027309362^-0.1874467^0.07402246^-0.042566586^0.051174536^0.029137796^0.037307665^-0.01688252^-0.027452998^0.10287072^0.172268^0.10713796^-0.01630974^0.01073853^0.11640154^-0.1402312^-0.049335506^-0.014947238^0.0009831493^-0.053613715^-0.09928989^0.19863546^0.025978433^0.02855961^0.002221786^-0.015324427^-0.07396175^-0.004446823^-0.050860647^0.038466685^0.20017706^0.04840675^0.1194754^0.032863326^-0.011761718^-0.041198272^-0.096533164^-0.06897833^0.047910817^-0.06930691^-0.05731804^0.16893207^0.031318072^0.035846323^0.16611385^-0.040727522^-0.085621744^-0.13042979^0.09045439^-0.010554014^-0.0036514322^-0.02776112^-0.100216955^0.056713365^0.10680061^-0.021551086^0.022791585^-0.029841403^0.048251282^0.10139883^-0.037484773^0.13343936^-0.15644701^-0.019257428^-0.09736675^-0.18711859^-0.14347959^0.10222145^0.009814958^-0.054141205^0.018108392^0.030136233^0.11909095^-0.03196568^0.09748871^0.08492213^-0.0025789368^-0.06189835^0.008122683^0.0008374449^-0.12729509^0.13244364^-0.016133934^0.13212542
AamirKhan,-0.014623722^0.057544585^-0.2303553^-0.026717199^-0.1441971^0.06792372^-0.039247904^0.037332904^0.13626413^0.10109587^0.09470406^0.00383279^0.116064265^0.14151411^-0.16081409^-0.024857184^-0.029716028^0.031921864^-0.028302617^-0.015118848^0.026223162^-0.10326981^-0.032520898^0.07283513^-0.10395875^-0.011358248^0.051556613^0.016820557^-0.028547566^0.121871024^-0.10545733^0.131598^0.081567906^0.035066046^-0.16815506^0.04874098^0.035627685^0.082642406^-0.05579435^0.07174582^-0.08793009^-0.074305974^-0.037495367^-0.07462684^0.024697239^-0.20277219^0.026612457^0.025163157^0.019871796^0.05536701^0.053421836^0.10623729^0.0029733188^0.14293101^0.0866327^0.10465858^0.081406236^-0.056947406^0.043674678^-0.16108032^-0.07687369^-0.017165728^0.115981795^-0.095432095^-0.16766146^0.13098416^0.073202714^0.056375302^0.03530621^0.049117368^-0.0624124^-0.0855723^-0.052433696^0.067510545^0.1172395^0.0010832959^0.0451613^-0.056714807^-0.07357554^-0.108471416^-0.031796977^0.05191048^0.007338559^-0.071837164^-0.028326947^0.19162172^-0.010253972^-0.04088188^0.20466247^0.02640469^-0.040353633^-0.1789233^0.05405914^-0.023604082^0.043589946^-0.040235944^-0.104707144^0.032840062^0.094315246^0.008905384^0.15765893^0.004371^0.036447648^0.085584745^-0.027149597^0.06933325^-0.13329063^-0.08107103^-0.15550321^-0.07223804^-0.045147505^0.08331875^0.0417797^-0.07126468^0.0015912273^0.012316191^0.12186876^-0.069840275^0.18644214^-0.009439932^0.09880227^-0.122253954^0.13028467^-0.02587033^-0.079074405^0.07218002^0.015869731^0.121483944
AamirKhan,-0.052723132^-0.022961676^-0.0763804^0.013136392^-0.1284062^-0.025348106^-0.049018286^0.09832648^0.079062134^0.09010805^0.0808342^-0.0029990338^0.17536147^0.22698805^-0.048306815^-0.03907868^0.061571702^-0.021004746^-0.051044647^0.08705455^0.014673012^-0.19005786^0.057756092^0.12868229^-0.083718486^-0.025565729^-0.0012874574^0.040575605^-0.02024481^0.006001572^-0.026365463^0.08462399^0.11961072^0.03300039^-0.22785722^0.10025261^0.014732247^0.2275741^-0.1521292^0.072090395^-0.064482465^0.012249935^-0.092383526^-0.13801934^-0.02104201^-0.18202618^0.006477577^-0.021560129^0.08938649^0.037540793^0.008402578^0.041432314^-0.0417476^0.119519174^0.09499082^0.077195875^0.050993703^-0.030471684^0.11428342^-0.14964487^-0.098377675^-0.022116063^-0.031039773^-0.09439769^-0.11683672^0.15315492^0.09964021^0.10410566^0.022021983^0.01510822^-0.0139889065^-0.03337948^-0.01741257^0.083516225^0.17345497^0.01588284^0.025859492^0.010961309^0.008630924^-0.078199595^-0.12227847^-0.02402205^0.011283123^-0.09431917^-0.0048511443^0.12839268^0.044457972^0.03394044^0.15373066^-0.07725147^-0.08840517^-0.12888357^0.17568044^-0.0536215^0.025001204^-0.10536732^-0.07870105^0.040457204^0.06802402^-0.0061000534^0.036147248^-0.01311415^0.037006225^0.116272695^-0.01705344^0.08071767^-0.13265452^-0.086792886^-0.0012775892^-0.14875276^-0.15835434^0.122453414^0.02524463^-0.024630817^0.008550593^0.036102742^0.08042753^-0.108218685^0.082097664^0.050878737^-0.0033594372^-0.035997722^-0.013577082^0.0476991^-0.09368282^0.078190215^-0.04048061^0.14023864
AamirKhan,-0.08773589^0.14815223^-0.15604042^0.0016732615^-0.11962114^-0.017805878^-0.042110983^-0.013803197^0.07004383^0.122586064^0.10317464^0.04231995^0.12171951^0.07228785^-0.21226297^0.032179795^0.016304772^0.0360218^-0.08437087^0.09433323^0.017110268^-0.19609566^0.025533402^0.13654062^-0.10472667^-0.0041976175^0.0512545^0.019680092^0.04205687^0.08126276^-0.099931054^0.07350689^0.107304394^0.035845537^-0.20026098^0.026072253^0.0014700267^0.19651407^-0.13354303^0.081292585^-0.12158634^-0.068877466^-0.0046247705^-0.053625505^0.014181022^-0.11361568^0.1168345^-0.021085957^-0.05437974^0.08044031^0.06944403^0.08319781^-0.091909036^0.080002986^0.09936199^0.10498571^0.05553081^-0.014899818^0.07732267^-0.123788156^-0.07841209^-0.03841696^0.1110051^-0.10682659^-0.031643085^0.032952525^0.0096308915^0.009609294^-0.06963505^0.072996974^-0.052409176^-0.049632024^-0.057154913^0.12093004^0.15453331^0.026789548^0.075878605^0.10459444^-0.05020287^-0.14765015^-0.1276475^0.016070046^-0.022049332^-0.027302384^-0.08635354^0.14378466^-0.025862979^-0.014422883^0.18485539^-0.01764059^-0.11161695^-0.16771573^0.081953555^-0.041472238^0.11265641^-0.043590713^-0.066139236^0.073649004^0.08791176^-0.020121966^0.039707072^-0.006073101^-0.015758965^0.16420932^-0.006279818^0.07335434^-0.110859916^-0.011353362^-0.04990359^-0.14362974^-0.119325995^0.15145478^0.063098945^0.009191613^-0.0051598246^0.010674457^0.052787337^-0.07308399^0.13275178^0.07874771^-0.008578022^-0.024998637^0.024774231^0.0044678925^-0.106373146^0.118729204^-0.0532482^0.04100447
AamirKhan,-0.059692554^-0.03059518^-0.12139761^0.046927255^-0.1182402^-0.032923^-0.017457692^0.060013026^0.12362907^0.08333808^0.06732308^0.036486734^0.14629912^0.1717659^-0.18150793^-0.023818165^0.019380834^-0.0031590078^-0.07164029^0.08463615^0.08080215^-0.25919023^-0.008939174^0.16778366^-0.062828526^-0.04141883^-0.010842692^0.022228358^-0.014666744^0.07986483^-0.06137556^0.092505746^0.071498014^0.016962469^-0.2556969^0.06125044^-0.07948959^0.14628023^-0.17703643^0.03171759^-0.08027508^-0.02973117^-0.08324043^-0.10732293^0.06267872^-0.19497947^-0.008130292^-0.013935245^0.08499391^0.011335725^0.036583096^0.06171933^-0.006961589^0.056742948^0.13166118^0.09877163^0.036481^-0.0049760113^0.11461098^-0.13917223^-0.0238266^-0.0017644961^0.022060962^-0.036973782^-0.1161733^0.11041968^0.052692868^0.05782628^0.004587313^0.038199063^-0.041003052^-0.021912947^-0.038736932^0.05620822^0.10332492^0.060745854^0.096724786^0.032066457^-0.032176826^-0.07705868^-0.1387853^-0.020224096^0.008127812^-0.07464282^-0.029949691^0.13002469^0.04257274^0.03353293^0.17426686^-0.07539141^-0.10215813^-0.11699213^0.14289792^-0.028809832^0.02600585^-0.046928^-0.08036945^-0.005867967^0.10933521^0.0017607166^0.12647709^-0.01595159^0.0059294533^0.10377244^-0.011347854^0.07339914^-0.13805819^-0.08187255^-0.060150273^-0.1328747^-0.13583195^0.1257493^0.011018304^-0.06096036^0.022858137^0.069047734^0.07813349^-0.038266424^0.09698523^0.065610856^-0.049990404^-0.03259357^-0.015632894^-0.012106992^-0.13759542^0.15437843^-0.063942805^0.09909544
AamirKhan,-0.010538311^0.113918796^-0.06726937^0.0054014055^0.017819216^0.026545415^0.0015458274^0.02819999^-0.007864475^0.064253636^0.10335605^0.07862326^0.104536176^-0.027821265^-0.16197026^0.044832192^0.047944892^0.10180815^-0.16085997^0.21494342^0.10845206^-0.14914016^0.057047863^0.18803547^-0.09166829^-0.06805455^-0.03248046^-0.022255067^0.06301682^0.067615494^-0.12015736^-0.013189672^0.072807685^0.107700974^-0.13688673^-0.00021935905^0.018075477^0.18964964^-0.16448969^0.014134318^-0.0575671^0.0005266576^0.051838208^-0.038748525^-0.06446596^-0.14494757^0.16595736^-0.015286379^-0.082069576^0.16689985^0.067299254^-0.061443787^-0.17812602^0.10320812^0.15161099^0.04922263^0.0084142415^0.021565402^0.030036632^-0.13464378^-0.060445406^-0.011686122^0.11613891^-0.13454393^0.033642646^-0.014390188^-0.025980229^-0.0166458^-0.12448026^0.039582282^-0.0012566848^0.011684264^0.00493983^0.11488526^0.104643695^0.024878226^0.08152764^0.15874733^0.019519007^-0.1705588^-0.104854934^0.075840004^-0.012579744^-0.018740915^-0.05712896^0.14027911^-0.0066591096^0.066844575^0.1654335^0.040702403^-0.026775021^-0.20488007^0.010393319^-0.04052893^0.070892304^-0.0725869^-0.08294744^0.08403559^-0.014635835^-0.0037233427^-0.00032383765^-0.0077423155^-0.016897883^0.1446251^-0.031097565^0.10470555^-0.08686978^0.006901424^-0.015770936^-0.14023677^-0.08592048^0.15980133^0.05953057^0.08343109^0.0050553023^0.008755584^0.0014388907^-0.06451094^-0.009734779^0.09150069^-0.06500811^0.054286696^0.013796152^0.05691523^-0.0851321^0.11298638^-0.040372122^-0.042727385
AamirKhan,-0.057992883^0.016646894^-0.15855235^0.045630418^-0.07748902^-0.0137785105^0.0144568095^0.043383855^0.050640807^0.11280502^0.06359054^0.046913765^0.11978602^0.16221698^-0.16106641^-0.03958426^-0.009266333^0.026805807^-0.014105664^0.092067204^0.061218545^-0.2771168^-0.03368176^0.16034968^-0.013125932^-0.06789801^-0.014750726^0.040370427^-0.027431559^0.11458281^-0.10860566^0.0480126^0.043802883^0.024709804^-0.23236756^0.074190095^-0.06503922^0.03115418^-0.16376075^0.0025091118^-0.04064704^-0.066964075^0.040346943^-0.046765026^0.005887974^-0.16290124^0.0669829^0.00089668174^0.059780937^0.056707505^0.056758378^0.027012816^-0.07009173^0.07213649^0.19499142^0.11302307^-0.0143883^0.014402795^0.12394594^-0.117488965^-0.014803273^0.010935248^0.04799641^-0.053104296^-0.09549963^0.114668086^0.0018983214^-0.0030728523^-0.010525833^0.05070417^-0.035572935^0.043633774^-0.022012237^0.06747111^0.11638634^0.064914346^0.12611467^0.083780006^-0.017961992^-0.123498164^-0.12309072^-0.0148702385^0.015434729^-0.03716913^-0.06325711^0.16793342^0.012293298^0.026168711^0.21463495^-0.030870771^-0.0806182^-0.12794052^0.09696957^-0.09735623^0.019438853^-0.06962295^-0.08958304^0.033185955^0.11168584^-0.022526354^0.07995344^0.023083197^0.07875174^0.06597509^-0.042980872^0.123561606^-0.15774544^-0.015668318^-0.10835241^-0.095903225^-0.09539359^0.09151984^0.03205513^-0.061501943^-0.013659064^0.038398758^0.17009825^-0.03141169^0.10704994^0.07827597^-0.01611443^-0.05537831^0.0063094404^0.008224518^-0.18214333^0.1454638^-0.035923664^0.105686486
AamirKhan,-0.07295445^0.06887871^-0.14557396^0.031673357^-0.13387883^0.0054790615^-0.053774375^0.022030335^0.09934176^0.11103514^0.067840226^0.013685197^0.14073318^0.13666478^-0.17278497^0.011686346^0.017535646^0.019331051^-0.055121586^0.08496596^0.05541718^-0.22335747^0.010078056^0.16604276^-0.07186782^-0.056269262^-0.01335106^0.02186994^0.0017958814^0.10384382^-0.055924736^0.0968382^0.075061455^0.03035089^-0.22366534^0.081205755^-0.027609354^0.12938844^-0.1375632^0.057684842^-0.12966499^-0.06305024^-0.03527269^-0.11896803^0.067643374^-0.17169364^0.066418864^0.0063665337^0.029514259^0.0753868^0.07134755^0.07544469^-0.028201377^0.070090786^0.12210396^0.109298825^0.05803716^-0.02996557^0.11497825^-0.1502408^-0.05116252^0.01718557^0.047514725^-0.11416571^-0.10177535^0.081669405^0.05633854^0.029056983^-0.047159266^0.060988847^-0.051535096^-0.011159513^-0.07205106^0.09297019^0.114067145^0.04082766^0.10655595^0.054524876^-0.03358886^-0.09466344^-0.108627975^0.000883611^-0.014871593^-0.052347172^-0.04572256^0.16089225^-0.025026793^-0.010844687^0.20011938^-0.035150122^-0.108100384^-0.1384587^0.13210142^-0.0170285^0.06676705^-0.031528544^-0.092672676^0.049555045^0.0830862^-0.0018647598^0.10626777^-0.008336223^-0.023414284^0.12982509^-0.014651514^0.098074466^-0.13442492^-0.08543689^-0.071868606^-0.09162265^-0.14063574^0.12641694^0.043597106^-0.044939686^-0.0034826451^0.04552331^0.105165^-0.042117767^0.10665689^0.07788129^-0.015466972^-0.0409613^0.0408775^-0.004370699^-0.14369634^0.1406872^-0.04643538^0.07792494
AamirKhan,-0.057008125^-0.03833716^-0.11111964^0.034964666^-0.13185212^0.0029900314^-0.05467826^0.09742475^0.047829203^0.13630898^0.10276382^0.008346737^0.15912428^0.1785323^-0.084561266^-0.0036922148^-0.008539852^-0.0030999847^-0.025889926^0.08782017^0.04786616^-0.24175163^0.014565356^0.12075346^-0.03589331^-0.0394715^0.016074358^0.032452393^-0.05779134^0.03984503^-0.07751121^0.06718423^0.07723733^0.042924013^-0.25459114^0.11577128^-0.059904594^0.06869202^-0.15298474^0.038041614^-0.06601638^-0.095680244^-0.046415463^-0.095190726^0.016405897^-0.20085871^0.02349773^0.0057484256^0.06151225^0.049685266^0.0673942^0.027509602^-0.073455654^0.09395884^0.13619679^0.096731946^0.01195089^-0.053173024^0.13102522^-0.10530256^-0.051811837^-0.018886376^-0.007851547^-0.051708236^-0.09800026^0.15133768^0.031864297^0.07265883^0.018536963^0.0464363^-0.044416036^0.011437781^-0.033732682^0.034068294^0.13776515^0.029799828^0.10625604^0.045386057^-0.02303382^-0.067658044^-0.09618613^-0.09190409^0.024471048^-0.07670523^-0.08221176^0.18843439^0.036677253^0.023948431^0.19447194^-0.026894297^-0.09790129^-0.120790266^0.105080046^-0.02291541^-0.031080265^-0.041952275^-0.11264598^0.010591374^0.09640588^-0.011345897^0.09775163^0.0014837006^0.032178573^0.04158226^0.036424197^0.11452471^-0.14629123^-0.060850553^-0.0769138^-0.13447808^-0.17196828^0.11094565^0.04669421^-0.07387397^0.024423774^0.032252755^0.14453506^-0.014108295^0.09973108^0.074250534^-0.004047853^-0.10146742^0.031361375^0.030511323^-0.09832268^0.12991512^0.0036106056^0.15030254
AamirKhan,-0.05777815^0.003269027^-0.14759873^0.02344217^-0.1451356^-0.005757642^-0.024414243^0.085695386^0.096655674^0.12556167^0.07599008^0.013294512^0.16494188^0.18253742^-0.11647436^-0.056345038^0.022086838^-0.021110328^-0.035237342^0.09457681^0.016036484^-0.21266451^-0.0284149^0.15297015^-0.089562^-0.041338466^0.00377725^0.031725764^-0.03406178^0.08191985^-0.07925198^0.095861375^0.07999105^0.03222395^-0.24316739^0.10916885^-0.024997095^0.11593404^-0.19722794^0.044876013^-0.07777827^-0.073622115^-0.07576223^-0.08874027^0.024996035^-0.15057404^0.023791311^0.025507428^0.06571012^0.045280226^0.060815156^0.082748674^-0.04175002^0.07303378^0.15947632^0.1074365^-0.0110813035^-0.041924227^0.13761155^-0.13685694^-0.06124445^-0.014389105^0.0071797017^-0.07446866^-0.12177732^0.097544804^0.08981504^0.052657064^0.010644624^0.04663449^-0.04004942^-0.031295728^-0.034196522^0.06337329^0.1248216^0.04619066^0.08585165^0.060906973^-0.013312254^-0.08070545^-0.103905074^-0.038015347^-0.012128693^-0.083669476^-0.021880679^0.14071608^0.03129627^0.0075402507^0.2035256^-0.013906124^-0.09828325^-0.13009904^0.13134068^-0.044738326^-0.0031299754^-0.058333464^-0.05987539^-0.020094179^0.1132674^-0.028195696^0.12076797^0.04123987^0.02697377^0.062256966^-0.05555193^0.09127707^-0.16212636^-0.084545925^-0.0827291^-0.0937261^-0.113343544^0.11144445^0.010209704^-0.08454396^-0.006355006^0.029825108^0.13003042^-0.093163356^0.111179575^0.05765823^0.0011831574^-0.071899414^0.03307851^0.03464026^-0.10213996^0.11627474^-0.015035274^0.10618794
AamirKhan,-0.042995542^0.040256266^-0.07631448^0.042381987^-0.05003479^0.012960781^-0.104575075^-0.028449936^0.05471881^9.700726e-05^0.08517334^0.055735562^0.10562477^0.04774152^-0.14442281^0.052072987^-0.0076278797^-0.014477795^-0.104314476^0.21433161^0.07666796^-0.20928006^0.08389268^0.2503903^-0.034220994^-0.045590147^0.026350182^-0.014685391^-0.0005599207^0.032649513^-0.00010611499^-0.027173225^0.08009102^0.07243796^-0.19111735^0.1217608^-0.033371933^0.15307987^-0.17098983^0.024482764^-0.08795746^-0.036859103^0.0035690265^-0.055666056^0.029756803^-0.15672791^0.13867462^0.030368116^0.0023659894^0.18645433^-0.0018405291^-0.058189604^-0.056087717^0.055991024^0.16588445^0.061038744^-0.02586281^0.057191495^0.0732255^-0.16049606^-0.086881876^0.040343896^0.11458409^-0.10677686^-0.051843084^0.060779355^0.012953578^0.00047579498^-0.10092744^0.030690543^-0.051957414^0.014987829^-0.047268342^0.1073583^0.16336875^-0.0034160179^0.09508205^0.10329364^0.027799433^-0.016860107^-0.061545398^-0.005117708^-0.038619034^-0.08595198^-0.07291382^0.14218116^-0.043711983^0.0573172^0.13510051^-0.004598472^-0.013019111^-0.13941398^0.09697228^0.003641143^0.06313522^-0.028003043^-0.12457122^0.080949716^0.055631816^-0.049976364^0.011692995^-0.06477888^-0.054146327^0.07847714^-0.020942926^0.15264824^-0.11698536^-0.050967027^-0.017726095^-0.114253275^-0.105793245^0.20361374^0.07620951^0.048719157^-0.008512723^0.06773342^0.037139326^-0.010592695^0.024075326^0.14004946^-0.04892367^0.019195644^-0.0030466574^0.036848184^-0.18741828^0.1469795^-0.032226305^0.033830125
AamirKhan,-0.04577445^0.025016773^-0.15106311^0.048289597^-0.11677553^0.05799231^-0.02898422^0.01735237^0.08297027^0.111343406^0.05518147^0.026506104^0.099150166^0.10069606^-0.17208983^-0.032509398^-0.0034102977^0.05985279^-0.01571556^0.06389685^0.046963472^-0.20899561^-0.012369287^0.24423368^-0.053739283^-0.0558239^-0.004227764^-0.002245561^0.009648161^0.08663599^-0.044482123^0.07537864^-0.010489827^0.020890921^-0.19336137^0.07135167^-0.07051666^0.058446296^-0.13887279^0.05430686^-0.08877311^-0.054683194^-0.066819936^-0.071969725^0.046274144^-0.22212003^0.05588916^0.046993025^0.05404842^0.074821904^0.094814815^0.06278521^-0.0022742867^0.033520617^0.13285184^0.106536634^0.061423425^0.035360027^0.14722265^-0.17057042^-0.040596504^0.06248582^0.091450505^-0.103238605^-0.12759201^0.07943721^0.08399218^-0.035602868^-0.042321924^0.10177846^-0.08470646^0.037003502^-0.037621576^0.1403746^0.069008626^-0.026672127^0.10156395^0.06454139^-0.008690972^-0.08770231^-0.08027586^0.045252968^-0.011607491^-0.10255232^-0.009935758^0.10735231^-0.015606876^0.002917522^0.19650382^-0.04077283^-0.056688577^-0.08305637^0.13332923^-0.05371933^0.07552367^-0.039834417^-0.07239837^0.04367501^0.082896054^-0.0035890213^0.13297434^0.0085903015^-0.0060661593^0.09665118^-0.026543261^0.087785035^-0.113509305^-0.12959673^-0.087473586^-0.036424424^-0.06751616^0.15865533^0.083013184^-0.0653212^-0.013029202^0.041569386^0.13955662^-0.048007302^0.10616066^0.044420917^-0.0042671347^-0.07795333^0.041740093^-0.051513914^-0.20491798^0.1558725^-0.06536649^0.074757434
AamirKhan,-0.08024631^0.0020565426^-0.15868346^0.01577594^-0.1397997^0.021645155^-0.020222498^0.058433104^0.08300049^0.13844867^0.04209443^-0.0009122214^0.17766756^0.19687515^-0.10491156^-0.052968983^0.036376067^-0.04425539^-0.017105^0.078941494^0.004018025^-0.22537558^-0.021354655^0.15354344^-0.10194559^-0.042016555^-0.045566887^0.006969508^-0.022651237^0.07508488^-0.04071791^0.10410628^0.042290945^-0.0032290746^-0.21884175^0.14578703^-0.049403444^0.114995874^-0.21312943^0.054586235^-0.08577881^-0.050254583^-0.12622277^-0.10850348^0.043850858^-0.08552753^0.015301329^0.057172738^0.061547864^0.009231781^0.029142503^0.09103839^-0.0077550765^0.020670863^0.13703577^0.11378383^0.0031823034^-0.0063940454^0.14466444^-0.11109022^-0.05890155^0.045374326^0.006441077^-0.11108937^-0.07864154^0.07181359^0.1010578^0.07953388^0.0006148403^0.048890788^-0.032440405^0.00067741994^-0.05477381^0.053312868^0.101148635^0.08474134^0.06881988^0.07221944^0.010275995^-0.07450335^-0.11226747^-0.053661995^-0.045737304^-0.07351184^-0.047651883^0.11568453^0.034705155^-0.007726279^0.16689913^-0.04546473^-0.101642534^-0.08781336^0.1819367^-0.033926632^0.0015430901^-0.051730387^-0.026598025^-0.03948043^0.117710784^-0.0060550845^0.14077844^0.039438408^-0.016954996^0.046200357^-0.06552186^0.08593035^-0.16770798^-0.10706539^-0.08602065^-0.034639902^-0.11087115^0.09711993^0.022292469^-0.11767613^-0.020129418^0.07361154^0.08862604^-0.07373504^0.080301784^0.073862396^-0.03759802^-0.09097136^0.014344827^0.030416975^-0.14358732^0.15789509^-0.09069741^0.08041708
